0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15787,2194.5,172.67,22695,0,0,0,1246.6,4678.2,1094,6344.8,0,1986.4,5042.5,85.705,59524,0,26777,0,0,0,13406,830.49,130.42,0,131.19,18267,0,0,0,0,87.045,0,889.94
5.9749e+05,1.1612e+05,2.2144e+05,2.3413e+05,2.2432e+05,44796,0,50951,1.416e+05,12280,1.6727e+05,3838.6,49268,1.0524e+05,5148.5,1.3252e+05,0,1.9116e+06,519.39,0,2.1033e+05,3.2089e+05,29881,55464,70332,10066,5.7065e+05,0,0,13911,0,474.5,89674,27226
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57993,10333,3210,36727,5.9764e+06,684.61,0,2164.2,30918,1.2409e+05,44965,136.4,30803,17909,283.06,6.8347e+05,0,1.5469e+06,0,0,1.5279e+05,31909,8059.2,3171,684.18,181.61,1.0749e+05,0,0,0,322.81,48.857,7.4449e+05,53087
7.15e+07,4.9158e+07,7.142e+07,6.5782e+07,8.7741e+07,4.9159e+07,7.1416e+07,6.2299e+07,6.8404e+07,7.1082e+07,7.4015e+07,6.3636e+07,7.1536e+07,6.4604e+07,7.1418e+07,5.5498e+07,1.0779e+08,6.2713e+07,8.3626e+07,7.7856e+07,5.9442e+07,7.1448e+07,7.1483e+07,8.5458e+07,7.1434e+07,7.2222e+07,7.1239e+07,7.8713e+07,5.5673e+07,7.4857e+07,5.8955e+07,7.7185e+07,5.7448e+07,8.6203e+07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11237,2114.9,2.5976,1.0841e+05,5.4433,0,0,1506.7,2440.9,4637.1,8606.4,87.67,1729.5,10682,14.128,62749,0,15860,1.0675e+05,0,0,26306,263.4,266.05,0,1694.3,5830.9,0,0,0,0,222.12,0,86.616
1.9711e+06,3.0036e+05,9.6829e+05,3.0407e+05,1.0428e+05,3.7952e+05,43.342,2.0333e+05,3.539e+05,45885,4.5373e+05,1.0038e+05,1.4067e+05,2.5758e+05,34737,68284,0,1.6939e+06,1.6586e+05,0,4.3199e+05,1.0767e+06,25895,2.3086e+05,4.9887e+05,1.7619e+05,5.8276e+05,2532.9,0,37354,0,46887,1.4608e+05,63973
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33494,815.23,1580.1,17047,80413,3087,0,1147.3,37141,2.4274e+05,16987,6122.9,14337,24227,731.46,42445,808.58,1.6851e+05,9841.8,0,456.41,3100.4,1947.1,3601.3,0,2417.7,21247,0,0,0,689.2,17321,1.0627e+06,3.9257e+05
68515,5269,5288.8,9914.5,33012,39582,0,447.26,93909,1.0647e+05,4355.5,5402.4,2.1461e+05,63457,13755,6126.6,669.46,4.7729e+05,15031,106.81,80832,5476.8,1.794e+05,50571,44824,4232.5,38502,13078,0,519.52,49.282,31272,41149,88605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654.8,222.48,89.359,1.9531e+05,0,0,0,3531,3031.8,6763.1,31551,720.39,1.4167,23971,312.97,97333,0,15550,14426,0,0,44446,0,44.489,0,665.75,2119,0,0,88.807,0,3281.1,0,177.76
